tweet_id,text,immigration_human,climate change_human,renewable energy_human,traditional energy_human,inequality_human,social policy_human,taxation_human,labour market_human,international trade_human,economics_human,european union_human,public health_human,gender rights_human,civil rights_human,political rights_human,connecting_human,elections/voting_human,self-promotion_human,anti-establishment_human,immigration_bert,climate change_bert,renewable energy_bert,traditional energy_bert,inequality_bert,social policy_bert,taxation_bert,labour market_bert,international trade_bert,economics_bert,european union_bert,public health_bert,gender rights_bert,civil rights_bert,political rights_bert,connecting_bert,elections/voting_bert,self-promotion_bert,anti-establishment_bert
1880774,The average price of the electricity supply contract on TGE in January increased to PLN 163.95 / MWh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
206291,"Today is the 146th anniversary of the 1st sitting of the 1st Parliament in Canada. Speaker was James Cockburn, MP for Northumberland West.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3084808,"Uniting #Spain is to unite the Spaniards.And for that the next #28a must serve.Our country needs to strengthen its collective ties to face the great challenges we have ahead of education, pensions, economy or welfare state.#Sánchezenrtve https://t.co/O8w5iteath",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1787249,"This year, 308 hospital departments were suspended for a shorter or longer period - most often they were obstetrics, pediatric, internist, surgical or neurological departments.The calculations of the Supreme Medical Chamber show that the deficiencies of doctors reach 68,000.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1471805,RT @kanin_46: The hardest hit are the people who are actually on the run and whose right to asylum is denied. https://t.co/Qzpq9jzpSl we…,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
458523,"On this day last year, the Supreme Court breathed life into the words engraved in the building’s marble pediment: ‘Equal Justice under Law.’",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1396778,100% Christian Union. Nice landing at the Kieswijzer. https://t.co/yvDjp84Rxh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1864105,"In January 2021, the production of beer obtained from malt decreased by 8.8 percent.against January 2020 and amounted to 2.69 million hectoliters.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3265370,"# Europe is not ready to face what is happening in the world. As the #EU, we should do more for foreign policy
@ i24news
ST",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
962267,"Harper's budget bill removes bears, caribou, beavers, forests -- almost all environmental components - from EA. #cdnpoli #antinature",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3525874,"RT @Cumbria_24: £2.75 million RGF grant will create 500 jobs and could ""tranform"" Kendal says MP @Timfarron  #cumbria #RGF    http://t.c ...",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2316017,"According to the Federal Statistical Office, every fifth person is affected by poverty. We need minimum wages, guaranteed pensions, more social security!",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1419912,"Italy will increase its contribution to the global fund for the fight against AIDS, tuberculosis and malaria for 2020/22.Reduce inequalities, strengthen the health systems of developing countries and put an end to the epidemics are priorities that we must pursue #G7biarritz https://t.co/268fbedbif",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2105599,"RT @kimkataguiri: Bolsonaro: interferes with PF to protect your child
Congress: Notinha de repudiation

Bolsonaro: threat democracy
Congress:…",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1756227,"Bloody Brent
56.56 USD
Buy WTI
53.54 USD
Bloody Ural
53.70 USD",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210895,"Next week in Parliament, the debate will begin on my bill, the Support for New Parents Act, because the government should not tax the time parents spend with their child in the early years. More: https://t.co/IF5T885nqo https://t.co/GIZt9DhrkC",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1565746,We're going to make college debt-free for everyone in America. See how much you could save with Hillary's plan at https://t.co/AXzJpLG4no. https://t.co/xsryGoycRy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1143916,"RT @beltrandelrio: They talk about ""change"" but then one of their main elected officials sends his driver, armed and with wads of cash…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1633923,"One of the main sources of violence is corruption. Creating a ministry, far from fighting it, is intensifying.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1512837,"And if everyone (parties, professionals, WG/WN) wants tax reform with lower labor taxes, legal certainty & simplicity, then why wait?",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3067608,Good morning. Democracy. To vote and to win! :),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3457637,"RT @ristomurto: The Commission became a proposal from the EU's subsequent common ""recovery medium"".The EU's EUR 70 billion fund, where the money emissions ...",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2662697,"The first objective that we all have to have is to take care of the health of Mexicans and who do not lose their work or family income.We are ready to support the necessary measures, we only ask that the government listen and allow yourself to help.
https://t.co/zs8jhmkjam.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
766925,"Aust candidate @OECD is climate wrecker. Tore down carbon price, backs 'gas led' recovery, #Adani coal. Join efforts in Commons to oppose.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3141573,"RT @theJagmeetSingh: We don’t have a problem with too much support for people who need it.

We have a problem with too little pay for worki…",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2113380,"We need to stand up as a nation — with the Black community and with all minority communities — and come together as one America. Because the pain is too immense for one community to bear alone.
 
It is the duty of every American to grapple with it — and grapple with it now.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1993079,"""Ecology is the cornerstone of social dignity and climate justice""

@Lesoir #flagey https://t.co/gb7fjk1w8s",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017318,"RT @SenCiudadanoMX: Unfortunately, in our country, employment for people with disabilities depends more on the good will that exists in…",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1337664,"""In six months there will be treatments that reduce deaths by Covid at flu levels"" https://t.co/uauif1x94sz via @larazon_es",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1888838,"The study commissioned by the LEGO blocks producer revealed that LEGO toys fixed harmful stereotypes about gender, https://t.co/cdyrnlszip.That boys should not play toys considered typically girls - the daily ""The Guardian"".",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
766729,"RT @MarkOgge: AEMO projecting a collapse in residential and commercial gas demand in eastern Australia- falling by 65% by 2040 

This is be…",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045514,RT @TOgreenhouse: What are @LoyaltyOneInc and @RBC doing about #Environmental #Sustainability? Find out Feb 22nd: http://ow.ly/3R3kr #To ...,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836135,"how to put water and sewage treatment in riverside cities to avoid pollution, define clear rules on where not to build dams...",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093132,The sanctions on Crimea will remain for a long time and it would be bad for Finland to slip away from the EU's common front - the campaign team tweets. #Presidentialelection2018,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3659514,RT @mlcaritas: And soon we will hear again that the poor have to save because we can no longer afford all that...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3529513,"RT @LibDemPress: There is a humanitarian crisis on our doorstep, but UK Government appears disengaged, cold and irrelevant @timfarron http:…",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2686902,We went to the Attorney General's Office in the capital to demand that the persecution against Alejandro Robles cease. https://t.co/geHUm0jXUd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
30103,"RT @europapress: INTERVIEW | Albert Rivera believes that Ciudadanos will remove voters from the PSOE if Sánchez continues ""podemizing"" https://t.co/sDP9…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2204089,Republicans breaking budget rules to pass spending cuts far beyond the sequester levels. Shameful!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1731204,"Being in Jeddah, I asked Arab how is it that 99% of people believe in God? He shrugged his shoulders and replied, ""If you want your wife to cheat on you and your children not to obey - tell them there is no God!"" Christ ""descended into Hell"" - and this is proof that Hell exists!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
866878,I posted a new photo to Facebook http://t.co/A9cAi3LwkB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2252874,“Every cent raised by the increase in the Medicare levy will be allocated to a special fund over the next decade” - PM #DisabilityCare,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2977210,"The minister of tax amnesty and VAT speaks of ""collection deficiencies"" #mascaraqueespalda",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2372410,"RT @KalleLarssonV: on the Refugee Blog today about #pastorjean: ""Ejected from Sweden - tortured last night"" RT! http://t.co/AEgKAM7X",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1225109,Walmart and other supermarket chains probably buy and sell illegal fish. Do not care? 60% of fishing in Mexico is illegal...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1647977,Inspiring meeting with the Ambassador of Bangladesh H.E. Mr. Riaz Hamidullah. https://t.co/0uajx4nmKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1250877,RT @JosepGinesta: (1/2) Surely Evole will support us to build the Catalan Republic that can exercise the powers it does not have...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
490705,Isn't the Nabintu Hærland interview with Toje primarily a study in interview technique? http://t.co/r39TJ8GG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
689943,"RT @bencubby: Emissions started to rise sharply once carbon price was removed. Surprise, surprise. #qanda",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326367,This week’s Friday Facts looks at the steps the President is taking to help struggling homeowners: http://t.co/QJDpZGX7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
456076,News Update: Say No to Austerity: http://t.co/Rn2RLB9P #Vermont #p2 #Bernie2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1821619,GUS: Increase in retail sales in July amounted to 3 percent.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
831067,[On My Site] Cristovam Buarque wants to hear young protesters in session in the Senate http://t.co/lixmx51cUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
513062,"Bundaberg: River was still at 9m this morning. 2000 homes affected, 1000 inhabitable. -- PT #bigwet",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577575,RT @agdervenstre: Clear message from @trinesg and the Minister of Health: #Flekkefjord hospital will continue to be an emergency hospital with surgeons https:…,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2826033,"#Trade strengthens American paychecks, American jobs, and the American #economy. #TPA creates a stronger America. #TPA4USjobs",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2182965,"RT @GretaThunberg: ”Labour launches bid to declare a national climate emergency.”
Hopeful! Hope other political parties all over the world…",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354077,4) Yazidi refugee camp #Iraq Children admire our football. I wish they could admire our humanity #StopISIS http://t.co/fXRyB7TiDJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3427183,"Today I spoke in support of tax extenders bill & need for Congress to pass long-term, fiscally responsible tax reform http://t.co/Qqu6dgsAQ1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3388888,RT @Cronulla_Sharks: An ELECTRIC Toyota Stadium is BELTING out Up Up Cronulla with all their hearts. Well deserved. #CSFC12 #NRLcromel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065192,People’s #Climate March poster design contest winner now an ad in NYC subways by James Jean #PeoplesClimate http://t.co/RvLezquVGy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141857,"RT @PresidentCLC: Canada's unions are concerned the new Lockdown Benefit will leave behind too many of the 800,000+ workers who are losing…",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3033326,It just doesn’t make sense to lavishly subsidize wealthy people w/ your taxpayer $. Let's cut the corporate welfare: http://t.co/nMx2bO7r,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2029194,"Today @Debbie_abrahams launches Labour's Disability Equality Roadshow, ensuring participation by disabled people in our policy development. https://t.co/sTJNAoNdtP",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1311720,"RT @PatGarret4: #Unemployment increased by 24,841 people in November, its biggest increase in this month since 2012. The government will maintain the reform l…",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
689082,"RT @sokra_tease: Dump the divisive, expensive Plebiscite.
Voting against Marriage Equality won't stop people L♡VING who they choose. https:…",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3304907,But Puigdemont does not represent Catalanism but rather the national independence coup. That is why yesterday he proposed a referendum for Catalonia to leave EUROPE. https://t.co/NGTOOrsEkM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2033013,"The government must act urgently to end any contracts it has with P&O following yesterday’s disgusting and immediate firing of 800 workers.

Join me outside DP World at 4pm to demand action action with @RMTunion. https://t.co/grIEei62Yj",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3604022,"If you as a Dane want to follow that day by day escalating political conflict in Hong Kong between the citizens on the one hand and on the other hand police (read: China), follow @politiken @clausblok.The hat off for the journalistic cover you get there.#dkpol https://t.co/dtr5rjeexj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1173697,RT @EPP_CoR: Happy Birthday #Erasmus 🇪🇺 since 30 years bringing European students closer and facilitating unique educational cultural excha…,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1009623,RT @JulietONeill: What the @CanadianGreens propose on #climatechange is their  big thing but I was curious what else they stand for. #elxn2…,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726229,"http://t.co/eCS56ePQvY - By agreeing to participate in the BAPE, Trans Canada recognized the jurisdiction of Quebec. We must at least wait.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3377307,"RT @Foro_MAD: 🌐 Great first day of the I Foro Madrid Regional Meeting!

There where Freedom, Democracy and the Rule of Law…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2591512,RT @PPopular: It is essential that we invest in education and training @marianorajoy #RajoyEnLaSER https://t.co/t6pqc9AB86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
949870,The President of the Republic was very clear yesterday: it is not the time to think about expanding the European Union.Let us start the reforms necessary to strengthen the EU before opening up to new Balkan partners.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
181833,EPN says that it will not sell its new plane because it needs it. Can't travel on commercial lines? What is austerity populism?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3592465,RT @alternativet_: Big day today! Majority in favor of our proposal with @Enhedslisten to remove transgender people from the list of diseases #dkpol ❤️💛💚💙💜 htt...,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1812136,"Import of energy, which in May amounted to over 1.2 TWh to a bit over 1 TWh in April and less than 0.9 TWh in May 2020.This means an increase in imports in May 2020, respectively by almost 24 and over 41 percent.We import more than they produce all gas power plants in Poland.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2665982,"RT @geniusdiaboli: With #LaborReform the rights of workers are nullified, says @martibatres on Radio UNAM http://t.co/UqF3hbtK",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3036907,Yesterday's vote was an extraordinary step necessary to defend Congress's Article I powers under the #Constitution. https://t.co/M0ZaviKIDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2038652,"Mixed Signals In Europe's Offshore Wind Market: Industry On Track For 'Best Year Ever,' http://t.co/qkY5ZaFG",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248341,"Is 10.07 on TV4 with Malou today, can you watch!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3062925,RT @KDUCSL: We promoted that companies are not receiving support from the pockets of Czech taxpayers.This our design ...,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1841693,Gasoline prices since 2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
941199,"Energy intensive firms are foundation industries. They deserve a government on their side, not missing in action. 

Since the Business Secretary put in his urgent case for support to the Treasury all we have had is silence.

It’s simply not good enough. https://t.co/LX2croT98r",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1089650,Meeting with Swedish Economy Minister @mikaeldamberg http://t.co/WJFYdcctvM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3580681,RT @Joop_nl: Watching: Nieuwsuur sees Christian Ghosts in Islam film ... Fuss after gross translation error Nieuwsuur http://t.co/ItWJdnBzYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
